gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,$19.95,$907.05,No
Male,0,No,No,40.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,$24.6,$973.95,No
Male,0,No,No,12.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),$50.95,$605.75,No
Male,0,No,No,9.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic Check,$75.6,$661.55,No
Female,0,Yes,Yes,51.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,$80.75,$4116.9,No
Male,0,Yes,Yes,49.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit Card (Automatic),$90.4,$nan,No
Male,1,Yes,No,41.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,ELECTRONIC CHECK,£99.8,£4259.3,yes
Female,0,No,No,56.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit Card (Automatic),$60.25,$3282.75,no
Male,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,  Electronic check  ,$20.2,$55.7,  No  
Male,0,Yes,No,,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,$64.15,$1274.45,no
Female,0,Yes,Yes,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit Card (Automatic),$20.25,$nan,NO
Female,0,Yes,Yes,20.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank Transfer (Automatic),$105.85,$2239.65,Yes
Female,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,mailed check,$75.45,$480.75,  Yes  
Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,ELECTRONIC CHECK,$93.85,$nan,YES
Male,0,No,No,51.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,$99.0,$5038.15,No
Female,0,No,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,$80.3,$324.2,No
Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,credit card (automatic),$19.55,$19.55,no
Male,0,Yes,Yes,27.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,  Electronic check  ,$100.75,$2793.55,No
Male,0,No,No,22.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,$100.75,$2095.0,YES
Male,0,No,No,12.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,mailed check,$53.75,$648.65,NO
Female,0,Yes,Yes,3.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed Check,$31.0,$95.05,  Yes  
Female,0,Yes,Yes,34.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,credit card (automatic),$25.6,$917.15,No
Male,0,Yes,No,,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,$58.35,$1346.9,NO
Male,0,No,No,51.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,CREDIT CARD (AUTOMATIC),$80.0,$nan,yes
Female,1,No,No,14.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,$46.35,$672.7,No
Male,0,Yes,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,electronic check,$113.75,$6561.25,No
Male,0,No,No,3.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,$90.4,$268.45,no
Female,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,electronic check,$109.3,$nan,no
Male,1,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,MAILED CHECK,$70.25,$nan,yes
Female,0,Yes,Yes,59.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,  Credit card (automatic)  ,$90.3,$5194.05,no
Male,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit Card (Automatic),$65.25,$4478.85,No
Female,0,Yes,Yes,62.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,$100.15,$6283.3,Yes
Male,0,No,No,28.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,  Credit card (automatic)  ,$94.5,$2659.4,Yes
Male,0,No,No,3.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,  Mailed check  ,$60.65,$196.9,NO
Male,0,No,Yes,19.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit Card (Automatic),$24.1,$439.2,NO
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,  Mailed check  ,$19.5,$19.5,  No  
Male,0,No,No,24.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,electronic check,$85.95,$2107.15,No
Male,1,No,No,57.0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,electronic check,$53.5,$3035.8,NO
Female,0,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),$25.45,$1866.45,No
Male,0,No,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,BANK TRANSFER (AUTOMATIC),$20.5,$1430.95,No
Male,0,Yes,Yes,52.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit Card (Automatic),£20.85,£nan,  No  
Male,0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,  Credit card (automatic)  ,$89.9,$6457.15,  No  
Female,0,Yes,No,26.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,  Mailed check  ,$26.0,$684.05,no
Female,0,No,No,35.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,MAILED CHECK,$113.2,$3914.05,  No  
Female,0,Yes,Yes,55.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,  Credit card (automatic)  ,$69.05,$3842.6,NO
Female,0,Yes,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Mailed check  ,$20.1,$670.35,  No  
Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,ELECTRONIC CHECK,$109.65,$7880.25,  No  
Male,0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed Check,$19.2,$19.2,NO
Male,0,No,No,10.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed Check,$33.9,$298.45,Yes
Female,1,Yes,No,37.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,  Electronic check  ,$90.0,$3371.75,no
Male,0,No,No,12.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,$34.0,$442.45,No
Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,  Mailed check  ,$20.4,$20.4,No
Male,0,Yes,No,62.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,  Credit card (automatic)  ,$38.6,$2345.55,No
Female,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$25.25,$25.25,No
Female,0,No,No,18.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed Check,$60.6,$1156.35,NO
Male,1,Yes,No,69.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,ELECTRONIC CHECK,$89.95,$6143.15,YES
Male,0,No,No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic Check,$74.75,$144.8,NO
Male,0,Yes,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$20.6,$414.95,NO
Male,0,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic Check,$84.45,$1059.55,  Yes  
Male,0,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed Check,$20.4,$181.8,  No  
Male,0,No,No,27.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,$nan,$2212.55,No
Male,0,No,Yes,27.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,  Electronic check  ,$79.5,$2180.55,Yes
Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,$89.15,$89.15,Yes
Female,1,No,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,  Mailed check  ,$20.3,$459.95,No
Male,1,No,No,14.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$74.95,$1036.75,yes
Female,1,No,No,32.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$74.4,$2276.95,yes
Female,0,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed Check,$20.0,$211.95,NO
Male,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed Check,$25.0,$25.0,no
Male,1,No,Yes,38.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,MAILED CHECK,$80.45,$3162.65,NO
Female,0,Yes,Yes,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,MAILED CHECK,$19.75,$210.65,no
Male,0,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit Card (Automatic),$65.65,$3566.7,  No  
Female,0,No,No,29.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,  Credit card (automatic)  ,$71.0,$2080.1,No
Male,1,Yes,No,44.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,$89.2,$4040.2,no
Male,0,Yes,Yes,59.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic Check,$86.75,$5186.0,no
Female,0,No,No,3.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,  Electronic check  ,$nan,$196.15,Yes
Female,0,Yes,Yes,18.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed Check,$61.5,$1087.45,no
Male,1,No,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,CREDIT CARD (AUTOMATIC),$25.1,$1672.15,  No  
Female,0,Yes,Yes,22.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,$55.15,$1206.05,Yes
Male,0,No,Yes,33.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),$34.05,$1113.95,No
Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$19.95,$107.05,No
Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed Check,$19.95,$nan,No
Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),$89.7,$6339.3,No
Male,0,No,Yes,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed Check,$20.4,$184.1,No
Male,0,Yes,Yes,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,MAILED CHECK,$26.3,$1688.9,no
Female,0,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic Check,$84.95,$1378.25,Yes
Female,0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed Check,$20.7,$137.6,NO
Male,0,No,No,5.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,$nan,$219.0,YES
Male,0,Yes,Yes,23.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit Card (Automatic),$48.35,$1067.15,Yes
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,ELECTRONIC CHECK,$79.55,$nan,YES
Female,1,Yes,No,50.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$71.05,$3444.85,Yes
Male,0,No,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit Card (Automatic),$19.45,$369.05,NO
Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),$110.8,$7553.6,no
Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,electronic check,$84.5,$84.5,  Yes  
Female,1,Yes,No,25.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$69.3,$1813.1,NO
Male,0,No,No,67.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,BANK TRANSFER (AUTOMATIC),$49.35,$3321.35,  No  
Male,0,No,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),$20.35,$707.5,NO
Female,1,Yes,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic Check,$105.6,$7112.15,NO
Male,1,Yes,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),$64.45,$4641.1,No
Male,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,CREDIT CARD (AUTOMATIC),$108.6,$7690.9,  Yes  
Male,0,No,Yes,1.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic Check,$49.9,$49.9,  No  
Male,0,No,No,46.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$30.3,$1380.1,YES
Female,1,No,No,2.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,$30.4,$78.65,  Yes  
Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed Check,$45.4,$45.4,Yes
Female,0,Yes,No,48.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,ELECTRONIC CHECK,$65.65,$nan,no
Female,0,Yes,No,61.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank Transfer (Automatic),$103.3,$6518.35,no
Female,0,Yes,No,32.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,  Bank transfer (automatic)  ,$84.15,$2585.95,YES
Female,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,$44.45,$82.7,no
Female,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,ELECTRONIC CHECK,$19.75,$58.85,  Yes  
Female,0,No,No,5.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,credit card (automatic),$85.4,$425.9,yes
Female,0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,bank transfer (automatic),$89.9,$6342.7,No
Male,0,Yes,No,37.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,mailed check,$55.05,$2030.75,NO
Male,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),$104.1,$6700.05,no
Female,0,No,Yes,67.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),$106.6,$7244.7,No
Male,0,No,Yes,49.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),$75.2,$3678.3,yes
Male,0,Yes,Yes,50.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,  Credit card (automatic)  ,$70.5,$3486.65,NO
Male,0,Yes,Yes,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,$19.6,$411.15,No
Female,0,No,Yes,17.0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed Check,$55.85,$937.5,Yes
Female,0,Yes,Yes,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,$24.05,$1559.15,No
Male,0,Yes,No,25.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,CREDIT CARD (AUTOMATIC),$38.1,$970.4,No
Male,1,No,No,23.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,$106.4,$2483.5,YES
Male,1,Yes,No,24.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,  Mailed check  ,$34.25,$828.2,  No  
Female,0,No,No,37.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,$100.05,$3810.55,No
Female,0,No,No,21.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$68.65,$1493.2,no
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed Check,$45.8,$45.8,No
Female,0,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,  Mailed check  ,$75.75,$777.3,no
Male,0,No,No,6.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic Check,$84.4,$556.35,yes
Male,0,Yes,No,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit Card (Automatic),$96.4,$4911.05,no
Female,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,$20.55,$187.35,NO
Female,0,No,No,6.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit Card (Automatic),$50.95,$307.6,NO
Male,0,Yes,Yes,47.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,MAILED CHECK,$90.5,$nan,NO
Female,0,Yes,Yes,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,electronic check,$79.4,$4820.55,No
Female,0,No,No,52.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),$58.75,$nan,NO
Female,0,Yes,Yes,35.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,credit card (automatic),$59.45,$2136.9,no
Male,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,BANK TRANSFER (AUTOMATIC),$105.7,$7472.15,NO
Female,0,No,No,6.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,  Electronic check  ,$56.25,$nan,Yes
Male,0,Yes,No,45.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,CREDIT CARD (AUTOMATIC),$53.3,$2296.25,No
Female,1,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,ELECTRONIC CHECK,$85.55,$187.45,Yes
Female,0,No,No,4.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank Transfer (Automatic),$68.65,$261.25,yes
Male,0,No,No,2.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,$24.3,$38.45,  No  
Male,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic Check,$77.85,$299.2,YES
Male,0,No,No,51.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit Card (Automatic),$59.9,$3043.6,No
Male,0,Yes,Yes,60.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit Card (Automatic),$23.95,$1506.4,No
Male,0,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,$20.15,$163.7,No
Male,0,No,No,3.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,  Bank transfer (automatic)  ,$105.35,$323.25,Yes
Male,0,No,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,  Bank transfer (automatic)  ,$95.65,$1640.0,  No  
Female,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,$87.05,$762.1,YES
Male,0,Yes,Yes,46.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,  Mailed check  ,$81.0,$3846.35,No
Female,0,No,No,68.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit Card (Automatic),$82.45,$5646.6,NO
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,mailed check,$53.5,$53.5,Yes
Female,0,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,  Bank transfer (automatic)  ,$20.5,$79.05,No
Female,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,  Mailed check  ,$25.1,$25.1,YES
Male,0,No,Yes,28.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit Card (Automatic),$54.4,$1516.6,No
Female,0,No,No,39.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,  Credit card (automatic)  ,$58.6,$2224.5,no
Male,0,No,No,11.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,electronic check,$84.8,$888.75,No
Female,0,Yes,No,71.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),$61.4,$nan,no
Male,0,No,Yes,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,MAILED CHECK,$20.4,$42.9,No
Male,1,Yes,No,30.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,mailed check,$79.65,$2365.15,Yes
Female,0,No,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,$20.15,$353.65,No
Female,0,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$94.45,$nan,no
Female,0,No,No,58.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),$79.8,$4526.85,NO
Female,0,No,No,5.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,electronic check,$54.2,$308.25,Yes
Female,1,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,$19.45,$19.45,  Yes  
Male,1,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$74.05,$678.45,NO
